post_id,platform,text_length,language,topic,sentiment,likes,shares,hate_speech,spam,verified,follower_count
POST0001503,Facebook,164,unknown,finance,positive,5,4,0,0,0,2166
POST0001504,LinkedIn,55,en,sports,negative,180,0,0,0,0,1642
POST0001505,Instagram,121,en,health,mixed,560,80,0,0,1,29
POST0001506,Twitter,46,unknown,finance,positive,0,1,0,0,0,18
POST0001507,LinkedIn,145,en,finance,neutral,58,0,0,0,0,40
POST0001508,LinkedIn,36,en,finance,positive,268,0,0,0,0,108
POST0001509,Twitter,144,en,sports,mixed,16,1,0,0,0,1288
POST0001510,Facebook,500,en,sports,positive,26,1,0,0,1,759
POST0001511,Twitter,58,en,sports,negative,15,5,0,0,0,9518
POST0001512,Twitter,53,en,technology,positive,432,1,0,0,1,105
POST0001513,Facebook,223,en,health,positive,2,891,0,0,0,45
POST0001514,Twitter,94,en,sports,positive,11,0,0,0,0,378
POST0001515,LinkedIn,35,en,health,positive,1476,9,0,0,0,12
POST0001516,Instagram,118,en-hi,politics,negative,5,6,0,0,0,481
POST0001517,Facebook,107,en,sports,neutral,0,0,0,0,0,124
POST0001518,Twitter,54,en,finance,positive,19,1,0,0,0,20079
POST0001519,LinkedIn,52,unknown,finance,positive,174,298,0,0,0,263
POST0001520,Twitter,180,en,politics,positive,18,0,0,0,0,22941
POST0001521,Instagram,40,en,sports,mixed,7,154,0,0,0,951
POST0001522,Instagram,30,en,finance,negative,54,2,1,0,0,1791
POST0001523,Twitter,48,en,finance,positive,2922,2,0,0,0,938
POST0001524,LinkedIn,179,en,politics,positive,12,1,1,0,0,18
POST0001525,Twitter,73,unknown,finance,neutral,1266,0,0,0,0,6245
POST0001526,Facebook,57,en,health,mixed,45,0,0,0,0,1943
POST0001527,Instagram,85,unknown,health,neutral,3,0,0,0,0,470
POST0001528,Twitter,132,en,technology,positive,558,12,0,0,0,24
POST0001529,LinkedIn,307,en,technology,neutral,10,8,0,0,0,13
POST0001530,Twitter,119,en,sports,positive,0,1,0,0,0,236
POST0001531,Twitter,431,en-ta,technology,negative,36,116,0,0,0,2354
POST0001532,Twitter,161,en,finance,positive,7,0,0,0,0,477
POST0001533,Twitter,70,en,finance,mixed,757,6,0,0,0,772
POST0001534,Instagram,183,en,sports,positive,45,0,0,0,0,8280
POST0001535,Twitter,149,en,technology,positive,6,4,0,0,0,2264
POST0001536,Instagram,228,en,technology,positive,114,7,0,0,0,1590
POST0001537,Facebook,162,en,finance,negative,20,1,0,0,0,1606
POST0001538,LinkedIn,98,en-hi,health,mixed,38,2,0,1,0,947
POST0001539,Facebook,61,en-hi,technology,negative,0,1,1,0,0,1332
POST0001540,Twitter,100,en,politics,positive,2,17,0,0,0,1107
POST0001541,Instagram,27,en,finance,neutral,31,15,0,0,0,1248
POST0001542,Instagram,79,en,sports,negative,1,6,0,0,0,500605
POST0001543,LinkedIn,35,en,technology,positive,6,11,0,0,0,325
POST0001544,Instagram,129,en,health,mixed,128,8,0,0,0,4
POST0001545,Instagram,175,en,finance,positive,56,1,0,0,0,46
POST0001546,Twitter,115,en,technology,negative,207,5,0,0,0,3812
POST0001547,Instagram,79,en,health,negative,20,12,0,0,0,890
POST0001548,Twitter,71,en,health,negative,5,1,0,0,0,226
POST0001549,Instagram,235,en,finance,neutral,338,8,0,0,0,938
POST0001550,Facebook,198,en-hi,technology,positive,22,0,0,0,0,2604
POST0001551,LinkedIn,38,en,sports,negative,2,0,0,0,0,1209
POST0001552,Facebook,110,en,technology,negative,527,3,0,0,0,7037
POST0001553,Facebook,116,en,politics,positive,22,1,0,0,1,17571
POST0001554,Instagram,76,en,sports,negative,142,24,0,0,0,2566
POST0001555,Facebook,30,en,finance,negative,36,1,0,0,0,359
POST0001556,Instagram,17,en,politics,neutral,141,27,0,0,0,6014
POST0001557,Twitter,103,en,politics,positive,72,2,1,0,1,92
POST0001558,LinkedIn,23,en,technology,positive,10,5,0,0,0,39
POST0001559,Twitter,59,en,health,mixed,9,1,0,0,0,38
POST0001560,Twitter,155,en,politics,positive,83,2,0,0,0,244
POST0001561,Twitter,125,en,finance,neutral,25,0,0,0,1,47
POST0001562,Twitter,55,unknown,finance,positive,19,0,0,0,0,785
POST0001563,Twitter,184,en,health,positive,8,17,0,0,0,1451
POST0001564,Facebook,137,en-hi,politics,positive,11,23,0,0,0,15906
POST0001565,LinkedIn,60,en,health,positive,0,17,0,0,1,202
POST0001566,Facebook,303,en-ta,politics,neutral,55,24,0,0,0,3933
POST0001567,Instagram,132,en,technology,positive,5,4,0,0,0,686
POST0001568,Facebook,48,en,finance,mixed,24,1,0,0,0,1654
POST0001569,Instagram,17,en,health,negative,17,0,0,0,0,16763
POST0001570,LinkedIn,107,en,politics,positive,29,0,0,0,0,2091
POST0001571,Instagram,60,en,politics,negative,21,7,0,0,0,89
POST0001572,Twitter,91,en,sports,mixed,49,3,0,0,0,43
POST0001573,Facebook,74,en,sports,negative,3,5,0,1,0,21
POST0001574,Facebook,15,en,sports,neutral,17,9,0,0,0,11
POST0001575,Twitter,71,unknown,sports,negative,21,43,0,0,0,169
POST0001576,Twitter,37,en-hi,sports,negative,3,1,0,0,0,616
POST0001577,Facebook,59,en,sports,mixed,2,7,1,0,0,426
POST0001578,Instagram,56,unknown,finance,negative,6,1,0,0,0,117
POST0001579,LinkedIn,94,en,politics,negative,28,0,0,0,0,9
POST0001580,Instagram,114,unknown,finance,neutral,2,1,0,0,0,5446
POST0001581,Facebook,130,en-hi,politics,negative,132,50,0,0,0,99
POST0001582,Twitter,13,en,sports,negative,5,1,0,0,0,1143
POST0001583,LinkedIn,280,en,technology,neutral,19,0,1,0,0,51
POST0001584,Instagram,24,en,health,positive,76,5,0,0,0,15
POST0001585,Instagram,89,en,health,positive,1,16,0,0,0,158
POST0001586,Instagram,46,en-hi,finance,negative,307,7,0,0,0,1239
POST0001587,Twitter,114,en,sports,positive,3,40,0,0,0,13
POST0001588,Twitter,20,en,finance,negative,285,0,0,0,1,214
POST0001589,Instagram,310,en,health,neutral,56,43,0,0,0,315
POST0001590,Twitter,67,unknown,sports,positive,0,0,0,0,0,173
POST0001591,Twitter,134,en,health,neutral,14,0,0,0,0,33
POST0001592,Facebook,47,en,politics,positive,4,0,0,0,0,299
POST0001593,Twitter,339,en,health,positive,534,7,0,0,0,99
POST0001594,Instagram,30,en-hi,politics,positive,30,0,0,0,1,21
POST0001595,Instagram,10,unknown,technology,negative,0,0,0,0,0,4228
POST0001596,Facebook,267,en,sports,positive,250,1,0,0,0,2870
POST0001597,Twitter,35,en,health,negative,60,12,0,0,0,112
POST0001598,Instagram,85,en-ta,health,negative,46,35,0,0,0,122
POST0001599,Instagram,313,en,health,mixed,21,16,0,0,0,331
POST0001600,LinkedIn,65,en,health,negative,1,0,0,0,0,2215
POST0001601,Facebook,110,en,sports,neutral,474,3,0,0,0,5592
POST0001602,Twitter,172,en,health,neutral,12,1,0,0,0,21
POST0001603,Twitter,92,en,finance,neutral,357,1,0,0,0,2701
POST0001604,Twitter,254,en,politics,negative,20,2,0,0,0,510
POST0001605,Facebook,158,en,politics,positive,13,1,0,1,0,286
POST0001606,Instagram,44,en-hi,health,neutral,0,0,0,1,0,36
POST0001607,Twitter,161,en,technology,positive,4,1,0,0,0,293
POST0001608,Twitter,87,en,finance,neutral,282,0,0,0,0,316
POST0001609,LinkedIn,87,unknown,finance,positive,84,20,0,0,0,200
POST0001610,LinkedIn,117,en-hi,technology,negative,57,2,0,0,0,286
POST0001611,Twitter,187,en,politics,negative,65,20,0,0,0,3438
POST0001612,Instagram,41,en,sports,negative,20,24,0,0,0,753
POST0001613,Instagram,255,en,health,positive,7,43,0,1,0,2752
POST0001614,Instagram,243,en,politics,mixed,4,0,0,1,0,23
POST0001615,Twitter,54,unknown,sports,neutral,8,4,0,0,1,197
POST0001616,Instagram,367,en,politics,positive,26,0,0,0,0,149
POST0001617,Twitter,78,en-ta,technology,neutral,4,107,0,0,0,1255
POST0001618,Twitter,141,en,technology,negative,20,8,0,0,0,649
POST0001619,Twitter,62,en-ta,politics,positive,23,1,0,0,0,1864
POST0001620,Twitter,173,en,politics,negative,13,1,0,0,0,10018
POST0001621,Instagram,63,en,sports,positive,0,14,0,0,1,636
POST0001622,Facebook,102,en,health,neutral,2,1,0,0,0,376
POST0001623,Twitter,11,unknown,finance,positive,14,0,0,0,0,240
POST0001624,Instagram,61,en,health,neutral,0,6,0,0,0,12
POST0001625,Twitter,57,en,sports,negative,156,32,0,0,0,33
POST0001626,Twitter,19,unknown,sports,positive,270,2,0,0,0,15
POST0001627,Twitter,166,en,politics,neutral,110,12,0,0,0,137
POST0001628,Instagram,66,en,technology,mixed,35,0,0,0,0,183
POST0001629,Twitter,21,unknown,finance,mixed,1,3,0,0,0,12781
POST0001630,Instagram,145,en,health,positive,37,3,0,1,0,492
POST0001631,Twitter,215,en,finance,positive,333,1,0,0,0,547
POST0001632,LinkedIn,80,en,health,mixed,2,0,0,0,0,89
POST0001633,Twitter,26,en-hi,health,positive,3322,0,0,0,0,303
POST0001634,Instagram,19,en-hi,technology,positive,103,0,0,0,0,4
POST0001635,Facebook,33,en,finance,negative,2,1,0,0,0,1452
POST0001636,Facebook,46,unknown,technology,positive,2,2,0,0,0,176
POST0001637,Twitter,353,en,sports,positive,7,3,0,0,0,35
POST0001638,Twitter,76,en,politics,neutral,18,3,0,0,0,286
POST0001639,Instagram,32,en-hi,politics,negative,9,2,0,0,0,1530
POST0001640,Facebook,55,en,politics,neutral,0,2,0,0,0,1890
POST0001641,Facebook,211,en,sports,neutral,1,0,0,1,0,14678
POST0001642,Instagram,140,en,politics,neutral,19,3,0,0,0,315
POST0001643,Facebook,93,en-hi,sports,positive,29,0,0,0,0,41
POST0001644,Instagram,78,en,politics,positive,122,0,0,0,0,808
POST0001645,Instagram,90,en,health,positive,5,0,0,0,0,2851
POST0001646,Instagram,101,en-ta,technology,positive,27,0,0,0,1,1078
POST0001647,Facebook,77,en-hi,sports,neutral,20,4,0,0,0,526
POST0001648,Twitter,97,en,sports,positive,3,3,0,0,0,1749
POST0001649,Twitter,70,en,technology,negative,69,4,0,0,1,201
POST0001650,Facebook,45,en,health,neutral,52,13,0,0,0,458
POST0001651,Facebook,72,en-hi,technology,positive,2069,3,0,0,0,693
POST0001652,Facebook,117,en,sports,mixed,169,0,0,0,0,2
POST0001653,Twitter,50,unknown,politics,mixed,0,2,0,0,0,106
POST0001654,Instagram,126,unknown,politics,negative,129,0,0,0,1,32
POST0001655,Instagram,174,en-ta,health,negative,1,1,0,0,0,24
POST0001656,Facebook,118,en,sports,positive,383,6,0,0,0,24
POST0001657,Instagram,57,unknown,sports,mixed,11,1,0,0,1,495
POST0001658,Instagram,97,en,health,neutral,37,9,0,1,0,1178
POST0001659,Twitter,101,en,finance,negative,278,2,0,0,0,41
POST0001660,Facebook,105,en,health,negative,51,0,0,0,0,46
POST0001661,LinkedIn,296,en,technology,negative,102,1,0,0,0,909
POST0001662,Instagram,35,en,technology,positive,5,9,0,0,1,2947
POST0001663,Instagram,106,en,finance,negative,3,6,0,0,1,894
POST0001664,Twitter,65,en,technology,positive,21,0,0,0,0,2823
POST0001665,Twitter,33,en,health,negative,75,1,0,0,0,279
POST0001666,Instagram,32,en,technology,negative,16,4,0,0,0,1914
POST0001667,Twitter,181,en,health,positive,535,0,0,0,0,207
POST0001668,Instagram,29,en,technology,positive,62,1,0,0,0,815
POST0001669,Instagram,114,en-hi,technology,negative,10,4,0,0,0,40
POST0001670,Facebook,100,en,politics,negative,14,106,0,0,0,6938
POST0001671,Twitter,45,en-ta,politics,positive,6,5,0,0,0,12440
POST0001672,Facebook,175,en,health,negative,51,10,0,0,0,579
POST0001673,Twitter,34,en,finance,positive,9,0,0,0,0,11052
POST0001674,Instagram,58,en,politics,positive,29,0,0,0,0,1020
POST0001675,Facebook,37,en,health,positive,429,0,0,0,0,331
POST0001676,Facebook,165,en,health,negative,49,1,0,1,0,163
POST0001677,LinkedIn,232,en,politics,positive,18,4,0,0,0,16660
POST0001678,Twitter,109,en,finance,positive,12,7,0,0,0,298
POST0001679,Facebook,500,en,technology,negative,281,16,0,0,0,396
POST0001680,Instagram,128,en,finance,negative,43,33,0,0,0,2583
POST0001681,Twitter,149,en,politics,positive,91,0,0,0,0,867
POST0001682,Instagram,201,en,health,mixed,6,0,0,0,1,223
POST0001683,Twitter,52,en,politics,positive,1,75,0,0,0,2641
POST0001684,Facebook,124,en,politics,positive,261,5,0,0,0,17
POST0001685,Instagram,41,unknown,politics,neutral,169,2,0,0,0,337
POST0001686,Twitter,31,en-ta,politics,neutral,2,0,0,0,0,428
POST0001687,Instagram,215,en,finance,neutral,107,0,0,0,0,300
POST0001688,Twitter,45,en-ta,sports,neutral,310,15,0,0,0,2125
POST0001689,Twitter,104,en,politics,neutral,9,1,0,0,0,75
POST0001690,Twitter,332,en,finance,neutral,18,8,0,0,0,318
POST0001691,Instagram,21,en-hi,finance,positive,922,1,0,0,0,60944
POST0001692,Twitter,151,en,politics,negative,250,213,0,0,0,1700
POST0001693,Twitter,88,en-ta,finance,negative,4,2,0,0,0,2925
POST0001694,Twitter,85,en,politics,positive,5,0,0,0,0,323
POST0001695,Facebook,94,en-hi,health,mixed,12,8,0,0,0,6417
POST0001696,Instagram,91,en,technology,neutral,33,3,0,0,0,17
POST0001697,Instagram,136,unknown,finance,mixed,57,0,0,0,0,3826
POST0001698,Twitter,38,en,sports,positive,1,4,0,0,0,247
POST0001699,Instagram,134,en,sports,positive,5,22,0,0,0,104
POST0001700,Twitter,36,en,health,positive,0,1,0,0,0,90
POST0001701,LinkedIn,484,en,finance,neutral,92,0,0,0,0,344
POST0001702,Instagram,82,en,health,negative,22,4,0,1,0,2855
POST0001703,LinkedIn,103,en,sports,positive,12,0,0,0,0,34
POST0001704,Twitter,371,en,health,neutral,8,5,0,0,0,8053
POST0001705,Instagram,48,en,politics,negative,14,34,0,0,0,54
POST0001706,Facebook,89,en,technology,negative,45,0,0,0,0,199
POST0001707,Facebook,29,unknown,politics,neutral,1,0,1,0,0,132
POST0001708,Instagram,41,en-hi,finance,negative,4,266,0,1,1,439
POST0001709,Twitter,28,en,sports,positive,2,3,0,0,1,109
POST0001710,Twitter,170,en,finance,mixed,0,0,0,0,0,126
POST0001711,Twitter,141,en,health,neutral,707,0,0,1,0,35
POST0001712,Twitter,63,en,technology,positive,78,1,0,0,0,524
POST0001713,Twitter,60,en,politics,positive,3,4,0,0,0,27
POST0001714,Twitter,195,en,politics,neutral,32,0,0,0,0,223
POST0001715,Instagram,89,en,technology,mixed,1,10,0,0,1,54
POST0001716,Facebook,44,en,technology,neutral,54,0,0,0,0,46
POST0001717,Twitter,212,en,health,positive,2449,52,0,1,0,90
POST0001718,Facebook,80,en,politics,negative,135,5,0,0,0,72
POST0001719,Facebook,154,en,sports,neutral,0,16,0,0,0,973
POST0001720,Instagram,95,en,technology,negative,0,1,0,0,0,132
POST0001721,Instagram,474,en,health,negative,1,4,0,0,0,5575
POST0001722,Twitter,76,en-hi,technology,positive,8,43,0,0,1,102
POST0001723,Instagram,18,en,finance,positive,17,0,0,0,0,280
POST0001724,Instagram,75,en,technology,neutral,337,6,0,0,0,136
POST0001725,Instagram,111,en,finance,positive,1,7,0,0,0,315
POST0001726,Instagram,130,en,finance,mixed,20,41,0,0,0,382
POST0001727,Facebook,171,en,sports,positive,0,0,0,0,0,364
POST0001728,LinkedIn,56,unknown,finance,positive,2,0,0,0,0,1441
POST0001729,LinkedIn,314,unknown,finance,positive,1,29,0,0,0,453
POST0001730,LinkedIn,194,en,finance,positive,0,1,0,0,0,658
POST0001731,LinkedIn,99,en-hi,technology,positive,91,0,0,0,0,4369
POST0001732,Twitter,51,en,technology,negative,5,1,0,0,0,221
POST0001733,LinkedIn,420,en-hi,health,neutral,28,0,0,0,1,5235
POST0001734,Twitter,161,en,politics,mixed,1,2,0,0,0,559
POST0001735,LinkedIn,60,en,sports,negative,211,0,0,0,0,1
POST0001736,Instagram,276,en,technology,negative,2,4,0,0,0,591
POST0001737,Facebook,107,en-hi,health,negative,185,0,0,0,0,6777
POST0001738,LinkedIn,301,en,health,positive,171,34,0,0,0,1326
POST0001739,LinkedIn,45,en,sports,negative,33,0,0,0,0,319
POST0001740,Facebook,76,en-ta,health,positive,40,0,0,0,0,136
POST0001741,Twitter,271,en,technology,positive,2,2,0,0,0,10573
POST0001742,LinkedIn,52,en,finance,positive,0,5,0,0,0,476
POST0001743,Twitter,73,en,technology,neutral,29,2,0,0,0,38
POST0001744,Instagram,10,en,health,positive,30,0,0,0,1,512
POST0001745,Instagram,125,en,politics,neutral,9,3,0,0,0,73
POST0001746,Instagram,226,en,politics,positive,3,2,0,0,0,3
POST0001747,Facebook,43,en,finance,negative,3,2,0,0,0,412
POST0001748,Instagram,128,en,health,neutral,1,8,0,0,0,451
POST0001749,Instagram,58,unknown,finance,positive,135,0,0,0,0,202
POST0001750,Facebook,26,en,finance,neutral,4,0,0,0,0,204
POST0001751,Facebook,69,en,finance,negative,3,9,0,0,0,530
POST0001752,Instagram,56,en,politics,negative,70,0,0,0,0,104
POST0001753,Twitter,99,en,sports,neutral,7,4,0,0,1,42
POST0001754,Twitter,70,en,health,positive,6,0,0,0,0,30
POST0001755,LinkedIn,262,en,finance,neutral,192,44,0,0,0,183
POST0001756,LinkedIn,57,en,finance,neutral,2,0,0,1,0,680
POST0001757,Instagram,81,en,technology,negative,2,0,0,0,0,4
POST0001758,Twitter,109,en-hi,technology,negative,0,287,1,0,0,1074
POST0001759,Twitter,86,en,technology,neutral,19,33,0,0,0,220
POST0001760,LinkedIn,58,en,health,neutral,6,0,0,0,0,123
POST0001761,LinkedIn,93,en,sports,positive,830,0,0,0,0,7633
POST0001762,Instagram,136,en,health,negative,6,0,1,0,0,4115
POST0001763,Instagram,184,en,health,negative,73,5,0,0,0,1172
POST0001764,LinkedIn,16,en,politics,negative,3,4,0,0,0,50
POST0001765,Twitter,135,en,health,neutral,102,1,0,1,0,4434
POST0001766,Instagram,52,en,technology,negative,366,84,0,0,0,51
POST0001767,LinkedIn,227,en,technology,negative,7,0,0,0,0,218
POST0001768,Facebook,189,en,finance,neutral,14,0,0,0,1,651
POST0001769,Twitter,188,en,finance,mixed,13,566,0,0,0,6
POST0001770,LinkedIn,56,en,technology,negative,34,16,0,0,0,659
POST0001771,Twitter,29,en,health,positive,145,1,0,0,0,75
POST0001772,Twitter,248,en-ta,health,mixed,5,4,0,0,0,159
POST0001773,Twitter,229,en,sports,mixed,163,3,0,0,0,37
POST0001774,Twitter,18,en,health,negative,30,0,0,0,1,3384
POST0001775,Facebook,270,en,politics,negative,470,2,0,0,0,200
POST0001776,Twitter,119,en,politics,positive,39,6,0,0,0,406
POST0001777,LinkedIn,100,en-ta,health,positive,1,5,0,0,1,10401
POST0001778,LinkedIn,46,en,finance,positive,83,0,0,0,0,2729
POST0001779,Twitter,202,en,finance,neutral,20,3,0,0,0,449
POST0001780,Instagram,62,en-ta,finance,negative,11,6,0,0,0,95
POST0001781,Facebook,62,en,politics,negative,56,2,0,0,0,93
POST0001782,Facebook,16,unknown,technology,negative,4,0,0,0,0,963
POST0001783,Twitter,49,en,sports,positive,13,37,0,0,0,62
POST0001784,Twitter,40,en-hi,finance,neutral,7,2,0,0,0,9
POST0001785,Instagram,17,en,health,positive,78,1,1,0,0,84
POST0001786,Instagram,313,en,technology,positive,10,1,0,0,0,903
POST0001787,Facebook,81,en,sports,negative,26,0,0,0,0,115
POST0001788,Twitter,28,en,technology,neutral,27,135,0,0,0,3172
POST0001789,Instagram,41,en-hi,health,neutral,53,26,0,0,0,109
POST0001790,Facebook,56,unknown,technology,negative,7,0,0,0,0,275
POST0001791,LinkedIn,55,en,sports,negative,223,0,0,0,0,86
POST0001792,Twitter,170,en-ta,health,neutral,159,7,0,0,0,304
POST0001793,Instagram,72,en,politics,positive,859,12,0,0,0,42
POST0001794,Twitter,97,en,technology,positive,3,3,0,0,0,5407
POST0001795,Twitter,72,en,health,negative,28,1,0,0,0,2833
POST0001796,Instagram,228,en,technology,neutral,0,0,0,0,0,27
POST0001797,Twitter,270,en-hi,health,positive,2,8,0,0,0,3198
POST0001798,Instagram,80,en-hi,finance,negative,89,0,0,0,0,6680
POST0001799,Twitter,42,en-hi,technology,positive,15,4,0,0,0,1279
POST0001800,LinkedIn,82,en,finance,mixed,2,11,0,0,0,4487
POST0001801,Twitter,10,en-hi,finance,neutral,95,1,1,0,0,488
POST0001802,Twitter,115,en,politics,mixed,39,1,0,0,0,1457
POST0001803,Instagram,30,en,finance,mixed,0,0,0,1,0,1069
POST0001804,Instagram,75,en,technology,neutral,183,0,0,0,0,63
POST0001805,Twitter,131,en-ta,technology,positive,22,1,0,0,0,2274
POST0001806,Facebook,57,en,sports,negative,6,0,0,0,0,837
POST0001807,Facebook,63,en,finance,positive,1,35,0,0,0,48
POST0001808,Instagram,110,en,politics,positive,50,0,0,0,0,15
POST0001809,Twitter,57,en,health,positive,7,1,0,0,0,689
POST0001810,LinkedIn,188,en,health,neutral,14,96,0,0,0,301
POST0001811,Facebook,167,en,health,neutral,22,20,1,0,0,33
POST0001812,Twitter,141,en-hi,politics,neutral,57,91,0,0,0,4602
POST0001813,Facebook,54,en,politics,negative,35,34,1,0,0,1013
POST0001814,Twitter,142,en-hi,sports,positive,414,10,0,0,0,1016
POST0001815,Twitter,49,en-hi,sports,positive,0,0,0,0,0,546
POST0001816,Instagram,83,en-ta,health,negative,6,0,0,1,0,34
POST0001817,Facebook,10,unknown,finance,positive,174,13,0,1,0,47
POST0001818,LinkedIn,227,unknown,politics,negative,1239,0,0,0,0,4668
POST0001819,LinkedIn,358,en,finance,negative,206,0,0,0,0,629
POST0001820,Facebook,107,en-ta,sports,positive,55,6,0,0,0,49
POST0001821,Facebook,25,en-hi,finance,mixed,116,4,0,0,0,335
POST0001822,Instagram,75,en,technology,negative,108,0,0,0,0,1078
POST0001823,Twitter,95,en,politics,neutral,6,44,0,0,0,140
POST0001824,Twitter,91,unknown,politics,negative,68,0,0,0,0,610
POST0001825,LinkedIn,500,en,health,neutral,2,234,0,0,0,3184
POST0001826,Instagram,74,en,health,neutral,26,37,0,0,0,13241
POST0001827,Facebook,56,unknown,health,negative,7,20,0,0,0,11
POST0001828,Twitter,102,en,technology,negative,52,0,0,0,0,2476
POST0001829,Instagram,80,en,health,negative,6,3,0,0,0,1092
POST0001830,Twitter,49,unknown,health,positive,23,4,0,0,1,774
POST0001831,Facebook,21,en-ta,politics,neutral,2,1,0,0,0,69
POST0001832,Twitter,161,en-hi,finance,positive,9,2,0,0,1,965
POST0001833,Facebook,45,en-hi,politics,negative,205,86,0,0,1,142
POST0001834,Twitter,40,en,finance,negative,0,0,0,0,0,955
POST0001835,Facebook,47,en-ta,politics,negative,22,6,0,0,0,1000
POST0001836,Instagram,27,en,technology,negative,333,0,0,0,0,5047
POST0001837,Instagram,152,en,finance,positive,119,0,0,0,0,2030
POST0001838,Twitter,136,en,technology,positive,23,22,0,0,1,8
POST0001839,Facebook,104,en,politics,negative,90,6,0,0,0,443
POST0001840,Twitter,158,en,sports,mixed,4,19,0,0,0,5637
POST0001841,LinkedIn,127,en,technology,positive,87,0,0,0,0,21
POST0001842,Facebook,144,en,health,positive,235,0,0,0,0,316
POST0001843,Instagram,387,en,sports,neutral,32,5,0,0,0,786
POST0001844,LinkedIn,197,en-hi,politics,positive,149,12,0,0,0,4
POST0001845,Facebook,103,en,sports,positive,2,29,0,0,0,802
POST0001846,Twitter,42,en,technology,positive,1,2,0,0,0,115
POST0001847,LinkedIn,25,en,sports,positive,95,7,0,0,0,563
POST0001848,Twitter,22,en,politics,negative,2820,97,1,0,1,635
POST0001849,Facebook,191,unknown,sports,positive,24,1,0,1,0,242
POST0001850,Twitter,57,en-hi,technology,negative,118,4,0,0,0,397
POST0001851,LinkedIn,95,unknown,finance,negative,0,2,0,0,0,49
POST0001852,Twitter,41,en,finance,positive,68,4,0,0,0,316
POST0001853,Twitter,500,en,technology,negative,7,43,0,0,0,127
POST0001854,Instagram,21,en,politics,positive,1100,0,0,0,0,850
POST0001855,Instagram,100,en,sports,neutral,94,0,0,0,0,434
POST0001856,Instagram,67,en,health,positive,23,15,0,0,0,48
POST0001857,Facebook,91,en-ta,technology,negative,6,55,0,0,0,83
POST0001858,Twitter,69,en,sports,negative,261,0,0,0,0,82
POST0001859,Instagram,44,en,politics,positive,274,1,0,0,0,344
POST0001860,Instagram,36,en,sports,negative,3,5,0,0,0,516
POST0001861,Twitter,463,en,politics,neutral,209,2,0,0,0,331
POST0001862,Facebook,70,en,technology,positive,153,3,0,0,0,524
POST0001863,Facebook,118,en,sports,negative,34,3,0,0,0,134
POST0001864,Instagram,25,en,health,positive,105,0,0,0,0,80
POST0001865,Twitter,16,en-hi,health,positive,62,0,0,0,1,25
POST0001866,Instagram,52,en,sports,negative,2,2,0,0,0,192
POST0001867,Twitter,180,en,technology,negative,41,1,0,0,0,114
POST0001868,Facebook,92,en,finance,negative,15,0,0,0,0,40185
POST0001869,Instagram,58,en,politics,negative,2,0,0,0,0,23211
POST0001870,Twitter,126,en,finance,neutral,4,16,0,0,0,1050
POST0001871,Instagram,57,en,politics,negative,0,1,0,0,0,66
POST0001872,LinkedIn,270,unknown,politics,positive,0,3,0,0,0,340
POST0001873,Facebook,279,en,politics,positive,6,0,0,0,0,687
POST0001874,LinkedIn,56,en,finance,positive,184,8,0,0,0,5
POST0001875,LinkedIn,48,en,health,positive,1,232,0,1,0,379
POST0001876,Twitter,84,en-ta,health,positive,1,7,0,0,0,28
POST0001877,Facebook,126,en,health,negative,927,6,0,0,0,206
POST0001878,Instagram,72,en,technology,positive,2,4,0,0,0,72
POST0001879,Twitter,207,en-ta,finance,positive,21,0,0,0,0,331
POST0001880,Facebook,111,en-hi,politics,neutral,54,18,0,0,0,164
POST0001881,Twitter,214,en,technology,positive,13,2,0,0,0,609
POST0001882,LinkedIn,36,en,technology,neutral,18,85,0,0,0,1801
POST0001883,Facebook,56,en,finance,positive,4,96,0,0,0,1238
POST0001884,Facebook,137,en,sports,positive,5,0,0,0,0,16483
POST0001885,Facebook,93,en,sports,positive,38,12,0,0,0,157
POST0001886,Instagram,77,en-hi,health,positive,1,0,0,0,0,6611
POST0001887,Facebook,59,en,health,negative,351,27,0,0,0,53
POST0001888,Facebook,96,en-hi,health,negative,0,0,0,0,0,12
POST0001889,Twitter,282,en-hi,sports,neutral,30,4,0,0,0,1166
POST0001890,Twitter,18,en,technology,positive,2,7,1,0,0,8165
POST0001891,Twitter,79,en,technology,positive,51,12,0,1,0,79
POST0001892,Twitter,82,en,technology,neutral,2,0,0,0,0,1157
POST0001893,LinkedIn,37,en,health,neutral,65,6,0,0,0,83
POST0001894,Instagram,79,en,sports,mixed,102,4,0,0,0,3585
POST0001895,Instagram,24,unknown,health,positive,122,0,0,0,0,3285
POST0001896,Instagram,56,en-hi,politics,positive,7,27,1,0,1,831
POST0001897,Facebook,72,en,health,negative,408,67,0,1,0,41
POST0001898,Instagram,89,en,politics,positive,22,3,0,0,0,894
POST0001899,Facebook,403,en,politics,neutral,18,2,0,0,0,14
POST0001900,LinkedIn,46,en,sports,negative,60,1,0,0,0,403
POST0001901,Facebook,31,en,technology,neutral,0,431,0,0,1,80
POST0001902,Instagram,199,en-hi,finance,positive,12,17,0,0,0,493
POST0001903,Facebook,10,en,health,negative,41,0,0,0,0,433
POST0001904,Instagram,54,en-ta,sports,positive,6,0,0,0,0,539
POST0001905,Facebook,69,en,health,negative,18,1,0,0,0,18
POST0001906,Twitter,42,en,politics,negative,570,1,0,0,0,38
POST0001907,Twitter,83,en-hi,technology,negative,4,4,0,0,0,14165
