chat_id,timestamp,duration_min,num_turns,customer_sentiment,primary_intent,resolution_status,tenure_months,product_tier,churned_30d
CHT001265,07/08/2024 16:00,27,6,neutral,cancellation_request,unresolved,3,Basic,1
CHT001266,2024-06-05 20:00:00,23,7,satisfied,cancellation_request,resolved,51,Basic,0
CHT001267,06-05-2024 01:00 PM,3,8,frustrated,refund_request,resolved,1,Premium,0
CHT001268,2024-02-16 20:00:00,14,1,angry,general_enquiry,resolved,1,Premium,1
CHT001269,09/02/2024 23:00,11,18,neutral,general_enquiry,unresolved,2,Standard,0
CHT001270,2024-02-17 05:00:00,21,13,frustrated,refund_request,escalated,3,Premium,0
CHT001271,02-13-2024 11:00 PM,10,19,frustrated,general_enquiry,escalated,15,Premium,1
CHT001272,2024-10-10 15:00:00,6,18,satisfied,cancellation_request,unresolved,27,Basic,0
CHT001273,05/08/2024 21:00,7,13,neutral,refund_request,resolved,22,Basic,0
CHT001274,2024-09-02 15:00:00,1,19,confused,general_enquiry,resolved,3,Standard,0
CHT001275,26/07/2024 00:00,9,4,satisfied,general_enquiry,unresolved,38,Basic,0
CHT001276,202401042200,10,19,satisfied,refund_request,resolved,3,Basic,0
CHT001277,12-25-2024 05:00 PM,4,18,satisfied,cancellation_request,resolved,16,Basic,0
CHT001278,2024-05-05 23:00:00,8,14,neutral,billing_query,resolved,13,Standard,0
CHT001279,06/11/2024 14:00,101,12,neutral,refund_request,resolved,16,Basic,0
CHT001280,11/12/2024 16:00,6,18,confused,refund_request,resolved,4,Basic,0
CHT001281,03-30-2024 02:00 AM,27,4,,refund_request,,15,Premium,0
CHT001282,03-09-2024 04:00 PM,12,10,frustrated,billing_query,resolved,8,Basic,0
CHT001283,202401271300,14,8,frustrated,general_enquiry,resolved,20,Standard,0
CHT001284,07-13-2024 05:00 AM,24,10,neutral,refund_request,resolved,10,Premium,0
CHT001285,27/02/2024 10:00,1,5,satisfied,technical_issue,escalated,1,Standard,0
CHT001286,10-03-2024 03:00 AM,19,11,confused,cancellation_request,,9,Standard,0
CHT001287,06-02-2024 03:00 PM,5,10,frustrated,general_enquiry,unresolved,1,Standard,0
CHT001288,2024-05-15 06:00:00,21,5,confused,billing_query,resolved,23,Standard,0
CHT001289,202411191800,16,1,neutral,billing_query,escalated,4,Standard,0
CHT001290,2024-04-21 09:00:00,3,4,neutral,refund_request,escalated,3,Premium,0
CHT001291,202408251900,41,4,neutral,cancellation_request,resolved,31,Premium,1
CHT001292,2024-01-30 11:00:00,21,11,frustrated,billing_query,resolved,14,Standard,1
CHT001293,11-11-2024 02:00 PM,13,12,confused,refund_request,resolved,41,Premium,0
CHT001294,2024-06-01 11:00:00,74,17,frustrated,technical_issue,resolved,7,Premium,0
CHT001295,03/01/2024 11:00,6,11,frustrated,cancellation_request,resolved,4,Premium,1
CHT001296,2024-07-24 11:00:00,10,3,confused,technical_issue,resolved,5,Premium,0
CHT001297,202402211300,28,18,neutral,billing_query,resolved,84,Basic,0
CHT001298,11/04/2024 02:00,24,2,frustrated,technical_issue,resolved,30,Standard,0
CHT001299,202407290300,18,17,neutral,cancellation_request,resolved,24,Standard,0
CHT001300,01-04-2024 04:00 AM,6,13,neutral,technical_issue,resolved,3,Standard,0
CHT001301,202404251500,16,8,angry,cancellation_request,unresolved,1,Premium,1
CHT001302,07-10-2024 09:00 AM,120,5,satisfied,cancellation_request,resolved,7,Standard,0
CHT001303,08-07-2024 05:00 AM,31,13,frustrated,cancellation_request,resolved,53,Basic,1
CHT001304,202402251400,21,1,neutral,cancellation_request,unresolved,7,Basic,0
CHT001305,03-23-2024 04:00 AM,120,14,neutral,technical_issue,resolved,21,Basic,0
CHT001306,08-10-2024 12:00 AM,30,4,confused,billing_query,unresolved,9,Basic,0
CHT001307,2024-12-29 06:00:00,19,6,angry,general_enquiry,resolved,1,Premium,0
CHT001308,2024-04-07 09:00:00,9,8,neutral,general_enquiry,unresolved,5,Basic,0
CHT001309,202403091200,8,18,frustrated,general_enquiry,resolved,42,Standard,0
CHT001310,18/06/2024 01:00,4,8,frustrated,cancellation_request,unresolved,62,Basic,0
CHT001311,202412070600,11,15,frustrated,technical_issue,resolved,1,Standard,1
CHT001312,2024-12-06 08:00:00,7,10,neutral,technical_issue,resolved,9,Standard,0
CHT001313,202408031500,10,15,neutral,cancellation_request,resolved,6,Premium,0
CHT001314,15/12/2024 22:00,14,16,frustrated,refund_request,resolved,2,Standard,0
CHT001315,202406151200,7,7,satisfied,cancellation_request,unresolved,1,Premium,1
CHT001316,2024-03-08 03:00:00,25,3,confused,billing_query,resolved,28,Basic,0
CHT001317,11/01/2024 04:00,10,6,neutral,general_enquiry,escalated,66,Standard,0
CHT001318,2024-06-25 16:00:00,8,10,neutral,cancellation_request,escalated,9,Standard,1
CHT001319,2024-12-16 07:00:00,22,13,satisfied,general_enquiry,resolved,6,Basic,0
CHT001320,202412131000,13,7,,cancellation_request,resolved,19,Basic,0
CHT001321,2024-11-01 23:00:00,5,9,angry,technical_issue,unresolved,9,Basic,0
CHT001322,08-10-2024 03:00 PM,3,16,confused,billing_query,resolved,19,Basic,0
CHT001323,2024-05-24 15:00:00,8,15,neutral,technical_issue,resolved,29,Basic,0
CHT001324,07/08/2024 07:00,43,11,frustrated,billing_query,unresolved,8,Standard,0
CHT001325,18/09/2024 05:00,18,6,confused,general_enquiry,resolved,1,Basic,0
CHT001326,05-23-2024 03:00 AM,19,11,frustrated,technical_issue,resolved,15,Standard,0
CHT001327,202412240700,10,8,neutral,general_enquiry,unresolved,25,Basic,0
CHT001328,2024-04-11 15:00:00,16,17,neutral,technical_issue,resolved,14,Standard,0
CHT001329,24/12/2024 23:00,23,13,angry,billing_query,escalated,10,Basic,1
CHT001330,06/04/2024 18:00,10,5,satisfied,refund_request,unresolved,47,Standard,0
CHT001331,27/04/2024 03:00,4,14,satisfied,cancellation_request,unresolved,50,Premium,1
CHT001332,07-24-2024 01:00 AM,6,7,angry,general_enquiry,escalated,22,Standard,0
CHT001333,202404080400,6,2,confused,cancellation_request,resolved,16,Standard,1
CHT001334,10/01/2024 19:00,90,2,confused,billing_query,resolved,3,Standard,0
CHT001335,202402160100,15,14,frustrated,billing_query,unresolved,5,Standard,1
CHT001336,07-27-2024 04:00 PM,10,8,confused,billing_query,resolved,47,Basic,0
CHT001337,24/12/2024 20:00,4,12,satisfied,technical_issue,resolved,30,Basic,0
CHT001338,202404231000,23,5,satisfied,technical_issue,unresolved,47,Basic,0
CHT001339,202409020100,17,18,neutral,general_enquiry,resolved,23,Basic,1
CHT001340,11-25-2024 01:00 AM,13,10,confused,general_enquiry,resolved,29,Basic,0
CHT001341,02-26-2024 08:00 AM,17,12,neutral,cancellation_request,resolved,27,Standard,1
CHT001342,202405231100,4,2,confused,refund_request,unresolved,57,Basic,0
CHT001343,2024-05-06 10:00:00,12,1,neutral,billing_query,resolved,20,Standard,0
CHT001344,2024-04-03 01:00:00,13,4,frustrated,general_enquiry,resolved,9,Basic,0
CHT001345,01-27-2024 09:00 PM,22,12,satisfied,technical_issue,resolved,1,Premium,0
CHT001346,202404180900,26,18,angry,cancellation_request,resolved,17,Standard,1
CHT001347,2024-05-23 19:00:00,1,5,confused,cancellation_request,resolved,35,Basic,1
CHT001348,08-08-2024 05:00 AM,10,13,angry,refund_request,unresolved,3,Standard,1
CHT001349,09-08-2024 11:00 AM,24,3,neutral,general_enquiry,unresolved,15,Standard,0
CHT001350,2024-06-04 03:00:00,47,1,angry,technical_issue,escalated,1,Standard,0
CHT001351,08/12/2024 00:00,5,14,frustrated,technical_issue,resolved,16,Basic,0
CHT001352,06-18-2024 11:00 AM,11,3,frustrated,billing_query,resolved,84,Standard,0
CHT001353,10-28-2024 04:00 PM,20,19,satisfied,refund_request,unresolved,6,Basic,0
CHT001354,05-01-2024 08:00 PM,19,12,neutral,technical_issue,escalated,4,Premium,0
CHT001355,202404171800,4,19,satisfied,technical_issue,escalated,24,Standard,0
CHT001356,14/02/2024 03:00,5,9,satisfied,general_enquiry,resolved,14,Premium,0
CHT001357,2024-11-18 23:00:00,2,14,satisfied,general_enquiry,escalated,12,Standard,0
CHT001358,22/01/2024 18:00,8,9,satisfied,refund_request,resolved,24,Basic,0
CHT001359,202404082200,6,11,neutral,billing_query,resolved,16,Basic,0
CHT001360,02-20-2024 02:00 AM,2,8,frustrated,technical_issue,unresolved,47,Premium,0
CHT001361,202406032300,17,1,frustrated,general_enquiry,resolved,8,Basic,0
CHT001362,13/04/2024 17:00,9,10,satisfied,cancellation_request,resolved,6,Basic,0
CHT001363,23/01/2024 04:00,19,2,satisfied,general_enquiry,unresolved,22,Basic,0
CHT001364,08-02-2024 05:00 PM,16,6,neutral,billing_query,escalated,32,Basic,0
CHT001365,10-13-2024 11:00 AM,23,4,neutral,cancellation_request,unresolved,3,Basic,0
CHT001366,2024-08-17 20:00:00,9,14,frustrated,billing_query,resolved,35,Basic,0
CHT001367,202408110200,12,19,neutral,refund_request,resolved,14,Premium,0
CHT001368,2024-08-02 16:00:00,10,14,neutral,general_enquiry,escalated,16,Standard,0
CHT001369,03-26-2024 07:00 PM,26,7,confused,billing_query,escalated,11,Basic,0
CHT001370,12-22-2024 04:00 AM,21,1,neutral,technical_issue,escalated,4,Basic,0
CHT001371,2024-01-24 18:00:00,18,4,satisfied,billing_query,unresolved,37,Standard,0
CHT001372,202412210600,4,4,frustrated,billing_query,resolved,53,Basic,1
CHT001373,2024-09-10 21:00:00,60,16,angry,technical_issue,resolved,18,Premium,0
CHT001374,202403251400,8,14,angry,cancellation_request,resolved,4,Basic,1
CHT001375,202410141200,9,15,neutral,general_enquiry,resolved,33,Basic,0
CHT001376,06/11/2024 08:00,46,18,angry,general_enquiry,unresolved,5,Standard,0
CHT001377,04/04/2024 00:00,13,1,frustrated,technical_issue,resolved,2,Basic,0
CHT001378,2024-10-19 06:00:00,9,18,neutral,technical_issue,resolved,11,Basic,0
CHT001379,09-19-2024 02:00 PM,21,10,frustrated,billing_query,resolved,23,Premium,0
CHT001380,06-04-2024 07:00 AM,5,18,satisfied,billing_query,resolved,6,Basic,0
CHT001381,2024-12-28 08:00:00,3,6,satisfied,cancellation_request,,1,Premium,0
CHT001382,2024-03-28 07:00:00,6,17,confused,cancellation_request,resolved,49,Basic,0
CHT001383,09-30-2024 07:00 AM,49,9,frustrated,billing_query,unresolved,1,Basic,0
CHT001384,21/01/2024 20:00,6,14,neutral,billing_query,resolved,3,Standard,0
CHT001385,05-22-2024 04:00 AM,9,5,confused,technical_issue,escalated,29,Premium,0
CHT001386,27/01/2024 20:00,13,12,confused,billing_query,escalated,18,Standard,0
CHT001387,2024-04-17 17:00:00,19,16,satisfied,billing_query,unresolved,5,Basic,0
CHT001388,01-01-2024 08:00 PM,16,1,satisfied,cancellation_request,unresolved,31,Basic,0
CHT001389,11-19-2024 07:00 PM,5,19,neutral,refund_request,resolved,9,Premium,0
CHT001390,06-15-2024 02:00 AM,42,10,frustrated,refund_request,unresolved,1,Basic,0
CHT001391,03-09-2024 01:00 PM,11,3,frustrated,billing_query,resolved,6,Standard,1
CHT001392,2024-06-15 01:00:00,31,7,neutral,refund_request,escalated,11,Standard,0
CHT001393,07-01-2024 07:00 AM,4,9,neutral,technical_issue,resolved,16,Basic,0
CHT001394,2024-03-31 08:00:00,17,6,satisfied,billing_query,unresolved,26,Premium,0
CHT001395,2024-10-02 21:00:00,19,10,neutral,technical_issue,unresolved,3,Standard,0
CHT001396,12-18-2024 12:00 PM,6,17,neutral,general_enquiry,resolved,26,Premium,0
CHT001397,16/11/2024 20:00,21,4,satisfied,technical_issue,resolved,11,Standard,0
CHT001398,08-14-2024 07:00 AM,3,1,satisfied,cancellation_request,resolved,1,Premium,0
CHT001399,202405170600,5,5,frustrated,technical_issue,escalated,11,Premium,0
CHT001400,20/03/2024 14:00,21,12,frustrated,refund_request,escalated,5,Premium,0
CHT001401,10/08/2024 11:00,3,14,frustrated,cancellation_request,unresolved,4,Standard,1
CHT001402,202409020200,21,1,neutral,technical_issue,resolved,7,Premium,1
CHT001403,02/04/2024 14:00,5,6,frustrated,technical_issue,resolved,15,Basic,0
CHT001404,202403310600,22,4,confused,general_enquiry,resolved,16,Standard,0
CHT001405,04-02-2024 08:00 PM,2,11,neutral,technical_issue,resolved,47,Premium,0
CHT001406,11/01/2024 09:00,9,17,angry,billing_query,escalated,43,Basic,0
CHT001407,31/03/2024 12:00,18,10,confused,general_enquiry,unresolved,15,Premium,0
CHT001408,2024-02-05 04:00:00,54,9,frustrated,cancellation_request,unresolved,1,Premium,1
CHT001409,202408060700,6,6,neutral,billing_query,resolved,1,Basic,0
CHT001410,2024-11-26 12:00:00,2,6,confused,general_enquiry,resolved,1,Premium,0
CHT001411,2024-09-26 04:00:00,4,2,angry,cancellation_request,resolved,12,Standard,1
CHT001412,202411040300,19,18,frustrated,technical_issue,resolved,11,Premium,0
CHT001413,2024-07-15 00:00:00,57,9,confused,refund_request,unresolved,6,Standard,0
CHT001414,2024-01-07 20:00:00,7,19,frustrated,technical_issue,escalated,30,Premium,0
CHT001415,2024-03-08 07:00:00,26,16,frustrated,technical_issue,unresolved,3,Standard,0
CHT001416,2024-05-17 04:00:00,13,9,satisfied,technical_issue,escalated,35,Standard,0
CHT001417,01-05-2024 03:00 AM,17,5,satisfied,refund_request,unresolved,1,Premium,0
CHT001418,28/12/2024 02:00,10,1,angry,billing_query,resolved,19,Premium,0
CHT001419,202403121500,5,19,neutral,technical_issue,resolved,33,Premium,0
CHT001420,03-24-2024 09:00 AM,34,6,neutral,general_enquiry,,33,Basic,0
CHT001421,02/09/2024 04:00,8,6,angry,general_enquiry,resolved,12,Standard,0
CHT001422,01-29-2024 05:00 PM,6,7,angry,general_enquiry,resolved,6,Basic,0
CHT001423,2024-11-17 17:00:00,14,6,neutral,billing_query,resolved,10,Premium,1
CHT001424,2024-01-11 01:00:00,10,10,angry,billing_query,resolved,15,Standard,0
CHT001425,2024-10-05 09:00:00,62,11,neutral,general_enquiry,unresolved,84,Premium,0
CHT001426,18/09/2024 13:00,13,3,neutral,technical_issue,resolved,60,Premium,0
CHT001427,2024-01-01 07:00:00,12,2,satisfied,refund_request,resolved,33,Standard,0
CHT001428,202404261300,27,13,neutral,general_enquiry,resolved,23,Premium,0
CHT001429,03-16-2024 11:00 AM,12,17,neutral,refund_request,unresolved,1,Standard,0
CHT001430,202404252100,20,14,satisfied,technical_issue,,7,Standard,0
CHT001431,2024-12-17 22:00:00,16,10,frustrated,cancellation_request,resolved,2,Basic,1
CHT001432,2024-09-08 05:00:00,26,19,neutral,technical_issue,resolved,81,Basic,0
CHT001433,04-24-2024 03:00 AM,28,5,neutral,technical_issue,resolved,13,Standard,0
CHT001434,07-01-2024 02:00 AM,6,10,neutral,refund_request,unresolved,9,Standard,1
CHT001435,2024-03-01 11:00:00,5,13,neutral,general_enquiry,,3,Premium,0
CHT001436,23/01/2024 19:00,4,12,,cancellation_request,resolved,30,Basic,0
CHT001437,04-01-2024 01:00 PM,16,9,neutral,cancellation_request,resolved,79,Premium,0
CHT001438,202411030500,39,9,satisfied,technical_issue,resolved,15,Standard,0
CHT001439,03-17-2024 09:00 PM,2,17,frustrated,general_enquiry,resolved,4,Basic,0
CHT001440,11-15-2024 09:00 AM,53,13,angry,refund_request,resolved,10,Basic,1
CHT001441,202402230800,24,4,neutral,cancellation_request,unresolved,74,Basic,1
CHT001442,12-04-2024 11:00 AM,4,5,satisfied,refund_request,resolved,28,Basic,0
CHT001443,2024-12-30 02:00:00,9,5,,billing_query,unresolved,12,Basic,0
CHT001444,17/03/2024 20:00,5,6,neutral,billing_query,resolved,19,Premium,0
CHT001445,202406120400,32,4,angry,cancellation_request,unresolved,5,Standard,1
CHT001446,202408162300,22,5,frustrated,refund_request,resolved,11,Premium,0
CHT001447,202402040300,9,11,neutral,billing_query,unresolved,16,Basic,0
CHT001448,2024-05-22 04:00:00,11,18,frustrated,technical_issue,escalated,34,Standard,1
CHT001449,14/06/2024 04:00,23,11,angry,general_enquiry,escalated,7,Standard,0
CHT001450,07-16-2024 11:00 AM,9,12,frustrated,billing_query,escalated,27,Premium,0
CHT001451,202409101300,6,12,neutral,billing_query,escalated,11,Standard,0
CHT001452,12-21-2024 01:00 PM,11,5,satisfied,technical_issue,escalated,7,Basic,0
CHT001453,11/03/2024 20:00,15,12,confused,general_enquiry,unresolved,6,Premium,0
CHT001454,202407151300,5,10,confused,technical_issue,resolved,28,Standard,0
CHT001455,202410021700,9,14,angry,technical_issue,resolved,1,Standard,0
CHT001456,29/09/2024 17:00,11,17,neutral,billing_query,resolved,21,Standard,0
CHT001457,202407150200,12,16,frustrated,refund_request,resolved,21,Standard,0
CHT001458,26/09/2024 18:00,33,4,neutral,refund_request,escalated,2,Basic,0
CHT001459,25/12/2024 02:00,19,19,angry,refund_request,escalated,2,Standard,0
CHT001460,04/07/2024 00:00,17,14,confused,general_enquiry,resolved,5,Standard,0
CHT001461,202401091100,5,11,satisfied,general_enquiry,resolved,6,Basic,0
CHT001462,2024-03-09 03:00:00,8,8,angry,refund_request,resolved,7,Standard,0
CHT001463,27/06/2024 11:00,15,17,angry,cancellation_request,resolved,29,Basic,0
CHT001464,30/05/2024 14:00,11,3,confused,refund_request,unresolved,26,Standard,0
CHT001465,09/10/2024 13:00,24,2,angry,general_enquiry,resolved,4,Premium,1
CHT001466,2024-04-17 07:00:00,20,11,neutral,refund_request,escalated,9,Basic,0
CHT001467,11/03/2024 03:00,2,9,neutral,refund_request,unresolved,39,Standard,0
CHT001468,2024-07-12 23:00:00,14,8,frustrated,technical_issue,escalated,9,Premium,0
CHT001469,12-22-2024 01:00 PM,17,1,frustrated,cancellation_request,resolved,10,Premium,0
CHT001470,2024-01-28 22:00:00,2,4,neutral,general_enquiry,unresolved,10,Basic,0
CHT001471,2024-12-05 18:00:00,16,3,satisfied,general_enquiry,escalated,1,Basic,0
CHT001472,01/09/2024 19:00,110,12,satisfied,billing_query,resolved,6,Standard,0
CHT001473,01-16-2024 04:00 AM,8,1,angry,billing_query,,2,Standard,0
CHT001474,13/03/2024 02:00,8,3,angry,cancellation_request,unresolved,63,Standard,1
CHT001475,202402090000,14,15,frustrated,billing_query,unresolved,4,Basic,0
CHT001476,202403170500,27,2,frustrated,general_enquiry,escalated,32,Basic,0
CHT001477,03-12-2024 11:00 PM,25,1,angry,refund_request,,25,Standard,0
CHT001478,08-28-2024 01:00 PM,6,7,confused,refund_request,escalated,32,Basic,0
CHT001479,2024-08-15 20:00:00,15,16,confused,refund_request,unresolved,1,Basic,0
CHT001480,26/05/2024 03:00,9,2,frustrated,refund_request,resolved,14,Premium,0
CHT001481,2024-01-31 20:00:00,7,12,frustrated,technical_issue,unresolved,84,Standard,1
CHT001482,05/11/2024 05:00,24,19,confused,general_enquiry,resolved,50,Premium,0
CHT001483,202401061200,84,12,frustrated,cancellation_request,resolved,4,Premium,1
CHT001484,12-14-2024 02:00 PM,10,6,satisfied,technical_issue,resolved,72,Basic,0
CHT001485,10-19-2024 04:00 PM,7,17,neutral,general_enquiry,unresolved,50,Standard,0
CHT001486,202412290700,5,10,neutral,billing_query,escalated,22,Basic,0
CHT001487,2024-03-21 08:00:00,30,19,neutral,refund_request,resolved,29,Premium,0
CHT001488,24/09/2024 12:00,69,11,neutral,refund_request,unresolved,32,Standard,0
CHT001489,2024-04-18 12:00:00,3,6,neutral,billing_query,escalated,14,Standard,0
CHT001490,22/04/2024 12:00,9,18,angry,refund_request,unresolved,24,Basic,1
CHT001491,2024-10-13 19:00:00,2,2,neutral,refund_request,unresolved,6,Standard,0
CHT001492,202412201400,20,18,confused,technical_issue,resolved,62,Basic,0
CHT001493,202406092000,7,13,satisfied,billing_query,resolved,8,Basic,0
CHT001494,2024-07-13 05:00:00,5,15,neutral,refund_request,unresolved,38,Basic,0
CHT001495,202407092000,7,19,neutral,general_enquiry,resolved,1,Standard,0
CHT001496,2024-04-09 08:00:00,4,5,confused,technical_issue,resolved,6,Premium,0
CHT001497,02-23-2024 02:00 AM,32,17,angry,cancellation_request,unresolved,9,Standard,1
CHT001498,2024-11-04 10:00:00,23,11,confused,technical_issue,escalated,4,Basic,0
CHT001499,02/05/2024 09:00,36,16,satisfied,refund_request,unresolved,4,Standard,1
CHT001500,2024-10-04 03:00:00,7,12,,general_enquiry,escalated,10,Standard,0
CHT001501,2024-04-18 19:00:00,16,4,frustrated,cancellation_request,resolved,2,Standard,0
CHT001502,07/06/2024 06:00,17,16,neutral,cancellation_request,resolved,8,Basic,1
CHT001503,22/11/2024 01:00,18,2,frustrated,refund_request,resolved,53,Standard,0
CHT001504,2024-05-17 02:00:00,8,10,satisfied,technical_issue,unresolved,22,Standard,0
CHT001505,2024-10-15 15:00:00,19,9,satisfied,cancellation_request,resolved,48,Basic,0
CHT001506,2024-01-25 10:00:00,24,3,angry,cancellation_request,resolved,74,Standard,0
CHT001507,06-07-2024 12:00 AM,14,10,angry,billing_query,unresolved,33,Premium,0
CHT001508,24/05/2024 12:00,14,1,neutral,technical_issue,resolved,49,Basic,0
CHT001509,06-10-2024 12:00 PM,51,18,frustrated,technical_issue,resolved,29,Premium,0
CHT001510,2024-03-07 22:00:00,22,19,frustrated,technical_issue,resolved,15,Premium,0
CHT001511,2024-06-18 13:00:00,6,6,neutral,billing_query,unresolved,5,Premium,0
CHT001512,2024-09-14 04:00:00,9,13,neutral,refund_request,unresolved,16,Premium,0
CHT001513,202410271200,45,2,frustrated,billing_query,unresolved,13,Premium,0
CHT001514,10-27-2024 01:00 AM,102,6,satisfied,refund_request,resolved,1,Basic,0
CHT001515,202403230400,7,7,satisfied,billing_query,unresolved,30,Basic,0
CHT001516,2024-02-10 20:00:00,18,5,frustrated,general_enquiry,,20,Premium,0
CHT001517,28/04/2024 06:00,16,5,neutral,refund_request,unresolved,2,Standard,0
CHT001518,03-23-2024 04:00 PM,17,16,frustrated,billing_query,resolved,1,Basic,0
CHT001519,08-17-2024 04:00 AM,6,7,angry,refund_request,resolved,1,Premium,1
CHT001520,202405281100,19,4,satisfied,technical_issue,escalated,64,Basic,0
CHT001521,202401212200,6,14,,general_enquiry,unresolved,50,Basic,0
CHT001522,2024-05-02 06:00:00,2,6,satisfied,cancellation_request,unresolved,6,Basic,0
CHT001523,202403191800,23,3,frustrated,refund_request,escalated,41,Standard,0
CHT001524,19/02/2024 00:00,52,7,frustrated,billing_query,escalated,9,Basic,0
CHT001525,2024-06-07 17:00:00,8,10,neutral,billing_query,resolved,25,Premium,0
CHT001526,202409120300,12,5,satisfied,billing_query,resolved,1,Basic,0
CHT001527,06-09-2024 05:00 AM,5,2,angry,billing_query,unresolved,1,Basic,0
CHT001528,03-23-2024 02:00 AM,14,8,confused,cancellation_request,escalated,6,Basic,0
CHT001529,10-22-2024 11:00 AM,11,15,angry,refund_request,unresolved,5,Basic,1
CHT001530,15/02/2024 02:00,6,11,neutral,billing_query,unresolved,7,Standard,0
CHT001531,12-29-2024 02:00 PM,7,12,satisfied,technical_issue,resolved,6,Standard,0
CHT001532,202408300800,2,18,neutral,cancellation_request,resolved,20,Basic,0
CHT001533,2024-11-28 04:00:00,3,16,frustrated,cancellation_request,resolved,45,Basic,0
CHT001534,2024-10-18 15:00:00,2,19,frustrated,refund_request,resolved,1,Basic,1
CHT001535,202407050900,6,13,neutral,billing_query,resolved,5,Basic,0
CHT001536,28/07/2024 19:00,9,1,frustrated,refund_request,resolved,1,Standard,0
CHT001537,08-13-2024 11:00 AM,16,12,frustrated,billing_query,resolved,19,Premium,0
CHT001538,202407100200,26,4,frustrated,technical_issue,resolved,1,Standard,0
CHT001539,09-16-2024 02:00 PM,3,4,neutral,technical_issue,resolved,3,Premium,0
CHT001540,2024-12-15 01:00:00,27,16,frustrated,cancellation_request,unresolved,9,Standard,1
CHT001541,2024-05-05 22:00:00,9,17,frustrated,technical_issue,resolved,1,Standard,0
CHT001542,03-20-2024 03:00 AM,20,16,frustrated,refund_request,resolved,20,Basic,0
CHT001543,202407110500,20,10,angry,cancellation_request,unresolved,26,Basic,0
CHT001544,202402070700,14,19,frustrated,cancellation_request,unresolved,49,Basic,1
CHT001545,2024-08-24 21:00:00,16,1,neutral,refund_request,resolved,23,Basic,0
CHT001546,202406271400,21,17,neutral,technical_issue,resolved,27,Basic,1
CHT001547,202411241700,91,3,neutral,cancellation_request,resolved,84,Basic,0
CHT001548,25/02/2024 02:00,116,18,neutral,cancellation_request,unresolved,9,Premium,0
CHT001549,202402251200,9,15,satisfied,refund_request,escalated,18,Basic,0
CHT001550,04-12-2024 12:00 PM,38,14,frustrated,refund_request,resolved,31,Basic,0
CHT001551,02-03-2024 10:00 AM,12,17,neutral,general_enquiry,escalated,19,Basic,0
CHT001552,05/11/2024 15:00,20,8,frustrated,billing_query,resolved,12,Basic,0
CHT001553,202412252300,6,10,satisfied,billing_query,resolved,3,Basic,0
CHT001554,202402280800,31,10,angry,billing_query,escalated,9,Basic,0
CHT001555,20/01/2024 17:00,19,14,satisfied,general_enquiry,unresolved,2,Standard,0
CHT001556,28/08/2024 04:00,32,19,frustrated,technical_issue,resolved,16,Basic,0
CHT001557,2024-06-12 18:00:00,7,14,neutral,refund_request,unresolved,43,Basic,1
CHT001558,2024-11-03 12:00:00,1,4,neutral,technical_issue,resolved,23,Premium,0
CHT001559,202407041300,61,16,angry,cancellation_request,resolved,22,Basic,1
CHT001560,19/04/2024 01:00,7,2,frustrated,cancellation_request,escalated,34,Basic,1
CHT001561,202401122100,11,18,confused,technical_issue,unresolved,37,Standard,0
CHT001562,18/05/2024 08:00,55,16,frustrated,billing_query,unresolved,20,Premium,0
CHT001563,2024-02-12 04:00:00,5,12,angry,cancellation_request,unresolved,1,Premium,1
CHT001564,2024-05-20 12:00:00,19,7,angry,general_enquiry,unresolved,3,Basic,0
CHT001565,202406012200,64,10,angry,cancellation_request,resolved,20,Standard,0
CHT001566,02/08/2024 16:00,15,16,frustrated,general_enquiry,resolved,16,Basic,0
CHT001567,08/12/2024 08:00,66,4,frustrated,cancellation_request,escalated,22,Premium,0
CHT001568,202401280200,13,1,neutral,refund_request,unresolved,20,Standard,0
CHT001569,24/06/2024 09:00,28,17,,technical_issue,escalated,22,Basic,0
CHT001570,202404111100,11,2,satisfied,technical_issue,,7,Standard,0
CHT001571,03/09/2024 15:00,6,6,angry,cancellation_request,resolved,62,Standard,0
CHT001572,12-22-2024 01:00 PM,14,5,frustrated,refund_request,unresolved,24,Basic,0
CHT001573,202412201800,2,19,neutral,refund_request,unresolved,18,Basic,0
CHT001574,06/01/2024 17:00,5,19,neutral,refund_request,resolved,1,Premium,0
CHT001575,09/02/2024 23:00,10,12,frustrated,general_enquiry,resolved,16,Premium,1
CHT001576,06-14-2024 09:00 PM,16,8,satisfied,billing_query,resolved,32,Standard,0
CHT001577,202401080400,49,4,frustrated,general_enquiry,resolved,14,Basic,0
CHT001578,03-16-2024 03:00 PM,9,19,angry,technical_issue,escalated,20,Basic,0
CHT001579,202402282100,6,16,frustrated,billing_query,resolved,1,Premium,1
CHT001580,2024-05-14 16:00:00,15,16,satisfied,billing_query,resolved,29,Premium,0
CHT001581,202408180400,7,8,frustrated,general_enquiry,resolved,1,Basic,0
CHT001582,2024-11-23 18:00:00,3,1,neutral,general_enquiry,resolved,19,Basic,0
CHT001583,19/01/2024 06:00,7,9,frustrated,general_enquiry,resolved,10,Premium,1
CHT001584,03/08/2024 22:00,5,16,neutral,cancellation_request,resolved,1,Standard,1
CHT001585,03/11/2024 12:00,22,13,angry,cancellation_request,,19,Premium,0
CHT001586,27/06/2024 06:00,6,17,neutral,refund_request,resolved,10,Standard,0
CHT001587,2024-12-13 18:00:00,22,3,neutral,technical_issue,unresolved,29,Basic,0
